year,category,nominee,artist,workers,winner
1964,Best Album Notes,Mexico (Legacy Collection),N/A,"Carleton Beals & Stanton Catlin, album notes writers (Carlos Chavez)",1
1964,Best Performance - Orchestra,Mahler: Symphony No. 5/Berg: Wozzeck Excerpts,N/A,(Boston Symphony Orchestra),1
1964,Best Chamber Performance - Instrumental,"Beethoven: Trio No. 1 In E Flat, Op. 1 #1",N/A,"Jascha Heifetz & Gregor Piatigorsky, artists",1
1964,Best Chamber Music Performance - Vocal,It Was A Lover And His Lass,N/A,"Noah Greenberg, artist",1
1964,Best Performance - Instrumental Soloist Or Soloists (With Orchestra),Prokofiev: Violin Concerto No. 1 In D,N/A,"Isaac Stern, artist (Philadelphia Orchestra)",1
1964,Best Performance - Instrumental Soloist Or Soloists (Without Orchestra),"Vladimir Horowitz Plays Beethoven, Debussy, Chopin",N/A,"Vladimir Horowitz, artist",1
1964,Best Opera Recording,Bizet: Carmen,N/A,Herbert von Karajan (Vienna Philharmonic Orchestra),1
1964,Best Choral Performance (Other Than Opera),Britten: A Ceremony Of Carols,N/A,(Robert Shaw Chorale),1
1964,Best Vocal Soloist Performance (With Or Without Orchestra),Berlioz: Nuits D'Ete (Song Cycle)/Falla: El Amor Brujo,N/A,(Chicago Symphony Orchestra),1
1964,Best Composition By A Contemporary Composer,Barber: Piano Concerto,N/A,"Samuel Barber, composer",1
1964,Best Engineered Recording,Britten: Young Person's Guide To The Orchestra,N/A,"Douglas Larter, engineer (Carlo Maria Giulini, conductor)",1
1964,Most Promising New Classical Recording Artist,"The Age Of Bel Canto: Operatic Scenes (Boyngne, cond.)",N/A,N/A,1
1963,Record Of The Year,Days Of Wine And Roses,Henry Mancini,N/A,1
1963,Album Of The Year (Other Than Classical),The Barbra Streisand Album,Barbra Streisand,N/A,1
1963,Classical Album Of The Year,Britten: War Requiem,N/A,"Benjamin Britten, artist",1
1963,Song Of The Year,Days Of Wine And Roses,N/A,"Henry Mancini & Johnny Mercer, songwriters (Henry Mancini)",1
1963,Best Instrumental Theme,More - Theme From Mondo Cane,N/A,"Norman Newell, Nino Oliviero & Riz Ortolani, composers (Vic Dana)",1
1963,"Best Vocal Performance, Female",The Barbra Streisand Album,Barbra Streisand,N/A,1
1963,"Best Vocal Performance, Male",Wives And Lovers,Jack Jones,N/A,1
1963,Best Instrumental Jazz Performance - Soloist Or Small Group,Conversations With Myself,Bill Evans,N/A,1
1963,Best Instrumental Jazz Performance - Large Group,"Encore: Woody Herman, 1963",Woody Herman,N/A,1
1963,Best Original Jazz Composition,Gravy Waltz,N/A,"Steve Allen & Ray Brown, composers (Steve Allen)",1
1963,Best Performance By An Orchestra - For Dancing,This Time By Basie! Hits Of The 50's And 60's,Count Basie,N/A,1
1963,Best Performance By An Orchestra Or Instrumentalist With Orchestra - Primarily Not Jazz Or For Dancing,Java,Al Hirt,N/A,1
1963,Best Instrumental Arrangement,I Can't Stop Loving You,N/A,"Quincy Jones, arranger (Count Basie)",1
1963,Best Background Arrangement (Behind Vocalist Or Instrumentalist),Days Of Wine And Roses,N/A,"Henry Mancini, arranger (Henry Mancini)",1
1963,Best Performance By A Vocal Group,Blowin' In The Wind,"Peter, Paul And Mary",N/A,1
1963,Best Performance By A Chorus,Bach's Greatest Hits,Ward Swingle (The Swingle Singers),N/A,1
1963,Best Original Score From A Motion Picture Or Television Show,Tom Jones,N/A,"John Addison, composer (John Addison)",1
1963,Best Score From An Original Cast Show Album,She Loves Me,N/A,"Jerry Bock & Sheldon Harnick, composers (Barbara Cook, Barbara Baxley, Jack Cassidy, Daniel Massey, Nathaniel Frey, Ralph Williams, Jo Wilder)",1
1963,Best Classical Performance - Orchestra,Bartók: Concerto For Orchestra,N/A,(Boston Symphony Orchestra),1
1963,Best Classical Performance - Chamber Music,Evening Of Elizabethan Music,N/A,"Julian Bream, artist",1
1963,Best Classical Performance - Instrumental Soloist Or Soloists (With Orchestra),Tchaikovsky: Piano Concerto No. 1 In B Flat Minor,N/A,"Artur Rubinstein, artist (Boston Symphony Orchestra)",1
1963,Best Classical Performance - Instrumental Soloist Or Duo (Without Orchestra),The Sound Of Horowitz,N/A,"Vladimir Horowitz, artist",1
1963,Best Opera Recording,Puccini: Madama Butterfly,N/A,Erich Leinsdorf (RCA Italiana Opera Orchestra),1
1963,Best Classical Performance - Choral (Other Than Opera),Britten: War Requiem,N/A,"(Bach Choir, Highgate School Choir & London Symphony Choir; London Symphony Orchestra)",1
1963,Best Classical Performance - Vocal Soloist (With Or Without Orchestra),Great Scenes From Gershwin's Porgy And Bess,N/A,(RCA Orchestra),1
1963,Best Classical Composition By A Contemporary Composer,Britten: War Requiem,N/A,"Benjamin Britten, composer",1
1963,Best Engineered Recording - Classical,Puccini: Madama Butterfly,N/A,"Lewis W. Layton, engineer (Erich Leinsdorf, conductor)",1
1963,Best Album Cover - Classical,Puccini: Madama Butterfly,N/A,"Robert M. Jones, art director (Erich Leinsdorf, conductor)",1
1963,Best Album Cover - Other Than Classical,The Barbra Streisand Album,N/A,"John Berg, art director (Barbra Streisand)",1
1963,Most Promising New Classical Recording Artist,"Liszt: Concerto No. 1 For Piano & Orchestra (Bernstein, cond.; N.Y. Philharmonic)",N/A,N/A,1
1963,Best Comedy Performance,"Hello Mudduh, Hello Faddah",Allan Sherman,N/A,1
1963,"Best Documentary, Spoken Word Or Drama Recording (Other Than Comedy)",Who's Afraid Of Virginia Woolf?,"(Uta Hagen, Arthur Hill, George Grizzard & Melinda Dillon)",N/A,1
1963,Best Engineered Recording - Other Than Classical,Charade,N/A,"James Malloy, engineer (Henry Mancini)",1
1963,Best Engineered Recording - Special Or Novel Effects,"The Civil War, Vol. II",N/A,"Robert Fine, engineer (Frederick Fennell)",1
1963,Best Album Notes,The Ellington Era,N/A,"Stanley Dance & Leonard Feather, album notes writers (Duke Ellington)",1
1963,Best Recording For Children,Bernstein Conducts For Young People,Leonard Bernstein,N/A,1
1963,Best Rock & Roll Recording,Deep Purple,April Stevens And Nino Tempo,N/A,1
1963,Best Country & Western Recording,Detroit City,Bobby Bare,N/A,1
1963,Best Rhythm & Blues Recording,Busted,Ray Charles,N/A,1
1963,Best Folk Recording,Blowin' In The Wind,"Peter, Paul And Mary",N/A,1
1963,Best Gospel Or Other Religious Recording (Musical),Dominique,Soeur Sourire,N/A,1
1963,Best New Artist Of 1963,Ward Swingle (The Swingle Singers),N/A,N/A,1
1962,Record Of The Year,I Left My Heart In San Francisco,Tony Bennett,N/A,1
1962,Album Of The Year (Other Than Classical),The First Family,Vaughn Meader,"Bob Booker & Earle Doud, producers",1
1962,Album Of The Year - Classical,Columbia Records Presents Vladimir Horowitz,N/A,"Vladimir Horowitz, artist",1
1962,Song Of The Year,What Kind Of Fool Am I,N/A,"Leslie Bricusse & Anthony Newley, songwriters (Sammy Davis, Jr. AND ALSO Anthony Newley)",1
1962,Best Instrumental Theme,A Taste Of Honey,N/A,"Ric Marlow & Bobby Scott, composers (Eddie Cano)",1
1962,"Best Solo Vocal Performance, Female",Ella Swings Brightly With Nelson Riddle,Ella Fitzgerald,N/A,1
1962,"Best Solo Vocal Performance, Male",I Left My Heart In San Francisco,Tony Bennett,N/A,1
1962,Best Jazz Performance - Soloist Or Small Group (Instrumental),Desafinado,Stan Getz,N/A,1
1962,Best Jazz Performance - Large Group (Instrumental),Adventures In Jazz,Stan Kenton,N/A,1
1962,Best Original Jazz Composition,Cast Your Fate To The Wind,N/A,"Vince Guaraldi, composer (Vince Guaraldi Trio)",1
1962,Best Performance By An Orchestra - For Dancing,Fly Me To The Moon Bossa Nova,Joe Harnell,N/A,1
1962,Best Performance By An Orchestra Or Instrumentalist With Orchestra - Primarily Not Jazz Or For Dancing,The Colorful Peter Nero,Peter Nero,N/A,1
1962,Best Instrumental Arrangement,Baby Elephant Walk,N/A,"Henry Mancini, arranger (Henry Mancini)",1
1962,Best Background Arrangement,I Left My Heart In San Francisco,N/A,"Marty Manning, arranger (Tony Bennett)",1
1962,Best Performance By A Vocal Group,If I Had A Hammer,"Peter, Paul And Mary",N/A,1
1962,Best Performance By A Chorus,Presenting The New Christy Minstrels,The New Christy Minstrels,N/A,1
1962,Best Original Cast Show Album,No Strings,N/A,"Richard Rodgers, composer (Richard Kiley, Diahann Carroll, Bernice Mass, Noelle Adam, Don Chastain, Mitchell Gregg, Noelle Adam)",1
1962,Best Classical Performance - Orchestra,Stravinsky: The Firebird Ballet,N/A,(Columbia Symphony Orchestra),1
1962,Best Classical Performance - Chamber Music,"The Heifetz-Piatigorsky Concerts With Primrose, Pennario And Guests",N/A,"Jascha Heifetz, Gregor Piatigorsky & William Primrose, artists",1
1962,Best Classical Performance - Instrumental Soloist Or Soloists (With Orchestra),Stravinsky: Violin Concerto In D,N/A,"Isaac Stern, artist (Columbia Symphony Orchestra)",1
1962,Best Classical Performance - Instrumental Soloist Or Duo (Without Orchestra),Columbia Records Presents Vladimir Horowitz,N/A,"Vladimir Horowitz, artist",1
1962,Best Opera Recording,Verdi: Aida,N/A,Georg Solti (Rome Opera House Orchestra),1
1962,Best Classical Performance - Choral (Other Than Opera),Bach: St. Matthew Passion,N/A,(Philharmonia Chorus; Philharmonia Orchestra),1
1962,Best Classical Performance - Vocal Soloist (With Or Without Orchestra),Wagner: Gotterdamerung - Brunnhilde's Immolation Scene/Wesendonck Songs,N/A,(New York Philharmonic),1
1962,Best Contemporary Composition,Stravinsky: The Flood,N/A,"Igor Stravinsky, composer",1
1962,Best Engineered Recording - Classical,Strauss: Also Sprach Zarathustra,N/A,"Lewis W. Layton, engineer (Fritz Reiner, conductor)",1
1962,Best Album Cover - Classical,The Intimate Bach,N/A,"Marvin Schwartz, art director (Laurindo Almeida, Virginia Majewski & Vincent de Rosa)",1
1962,Best Album Cover - Other Than Classical,Lena...Lovely And Alive,N/A,"Robert M. Jones, art director (Lena Horne)",1
1962,Best Comedy Performance,The First Family,Vaughn Meader,N/A,1
1962,Best Documentary Or Spoken Word Recording (Other Than Comedy),The Story-Teller: A Session With Charles Laughton,Charles Laughton,N/A,1
1962,Best Engineering Contribution - Other Than Novelty And Other Than Classical,Hatari,N/A,"Al Schmitt, engineer (Henry Mancini)",1
1962,Best Engineering Contribution - Novelty,"The Civil War, Vol. I",N/A,"Robert Fine, engineer (Martin Gabel & Frederick Fennell)",1
1962,Best Recording For Children,Saint-Saens: Carnival Of The Animals/Britten: Young Person's Guide To The Orchestra,Leonard Bernstein,N/A,1
1962,Best Rock & Roll Recording,Alley Cat,Bent Fabric,N/A,1
1962,Best Country & Western Recording,Funny Way Of Laughin',Burl Ives,N/A,1
1962,Best Rhythm & Blues Recording,I Can't Stop Loving You,Ray Charles,N/A,1
1962,Best Folk Recording,If I Had A Hammer,"Peter, Paul And Mary",N/A,1
1962,Best Gospel Or Other Religious Recording,Great Songs Of Love And Faith,Mahalia Jackson,N/A,1
1962,Best New Artist Of 1962,Robert Goulet,N/A,N/A,1
1961,Record Of The Year,Moon River,Henry Mancini,N/A,1
1961,Album Of The Year (Other Than Classical),Judy At Carnegie Hall,Judy Garland,N/A,1
1961,Album Of The Year - Classical,Stravinsky Conducts 1960: Le Sacre Du Printemps; Petrouchka,N/A,"Igor Stravinsky, artist",1
1961,Song Of The Year,Moon River,N/A,"Henry Mancini & Johnny Mercer, songwriters (Henry Mancini)",1
1961,Best Instrumental Theme Or Instrumental Version Of Song,African Waltz,N/A,"Galt MacDermott, composer (Cannonball Adderly)",1
1961,"Best Solo Vocal Performance, Female",Judy At Carnegie Hall,Judy Garland,N/A,1
1961,"Best Solo Vocal Performance, Male",Lollipops And Roses,Jack Jones,N/A,1
1961,Best Jazz Performance - Soloist Or Small Group (Instrumental),Andre Previn Plays Harold Arlen,Andre Previn,N/A,1
1961,Best Jazz Performance - Large Group (Instrumental),West Side Story,Stan Kenton,N/A,1
1961,Best Original Jazz Composition,African Waltz,N/A,"Galt MacDermott, composer (Cannonball Adderly)",1
1961,Best Performance By An Orchestra - For Dancing,Up A Lazy River,Si Zentner,N/A,1
1961,Best Performance By An Orchestra - For Other Than Dancing,Breakfast At Tiffany's,Henry Mancini,N/A,1
1961,Best Arrangement,Moon River,N/A,"Henry Mancini, arranger (Henry Mancini)",1
1961,Best Performance By A Vocal Group,High Flying,"Lambert, Hendricks And Ross",N/A,1
1961,Best Performance By A Chorus,Great Band With Great Voices,Johnny Mann Singers,N/A,1
1961,Best Sound Track Album Or Recording Of Score From Motion Picture Or Television,Breakfast At Tiffany's,N/A,"Henry Mancini, composer (Henry Mancini)",1
1961,Best Sound Track Album Or Recording Of Original Cast From Motion Picture Or Television,West Side Story,Original Cast,"Irwin Kostal, John Green, Saul Chaplin & Sid Ramin, music directors.",1
1961,Best Original Cast Show Album,How To Succeed In Business Without Really Trying,N/A,"Frank Loesser, composer (Robert Morse, Rudy Vallee, Charles Nelson Reilly, Bonnie Scott, Claudette Southerland, Sammy Smith)",1
1961,Best Comedy Performance,An Evening With Mike Nichols And Elaine May,Mike Nichols And Elaine May,N/A,1
1961,Best Documentary Or Spoken Word Recording (Other Than Comedy),Humor In Music,Leonard Bernstein,N/A,1
1961,Best Engineering Contribution - Popular Recording,Judy At Carnegie Hall,N/A,"Robert Arnold, engineer (Judy Garland)",1
1961,Best Engineering Contribution - Novelty,Stan Freberg Presents The United States Of America,N/A,"John Kraus, engineer (Stan Freberg)",1
1961,Best Album Cover (Other Than Classical),Judy At Carnegie Hall,N/A,"Jim Silke, art director (Judy Garland)",1
1961,Best Album Cover - Classical,Puccini: Madame Butterfly,N/A,"Marvin Schwartz, art director (Gabriele Santini, conductor)",1
1961,Best Recording For Children,Prokofiev: Peter And The Wolf,Leonard Bernstein,N/A,1
1961,Best Rock & Roll Recording,Let's Twist Again,Chubby Checker,N/A,1
1961,Best Country & Western Recording,Big Bad John,Jimmy Dean,N/A,1
1961,Best Rhythm & Blues Recording,Hit The Road Jack,Ray Charles,N/A,1
1961,Best Folk Recording,Belafonte Folk Singers At Home And Abroad,Belafonte Folk Singers,N/A,1
1961,Best Gospel Or Other Religious Recording,Everytime I Feel The Spirit,Mahalia Jackson,N/A,1
1961,Best New Artist Of 1961,Peter Nero,N/A,N/A,1
1961,Best Classical Performance - Orchestra,Ravel: Daphnis Et Chloe,N/A,(Boston Symphony Orchestra),1
1961,Best Classical Performance - Chamber Music,"Beethoven: Serenade, Op. 8/Kodaly: Duo For Violin And Cello, Op. 7",N/A,"Jascha Heifetz, Gregor Piatigorsky & William Primrose, artists",1
1961,Best Classical Performance - Instrumental Soloist (With Orchestra),Bartók: Violin Concerto No. 1,N/A,"Isaac Stern, artist (Philadelphia Orchestra)",1
1961,Best Classical Performance - Instrumental Soloist Or Duo (Without Orchestra),Reverie For Spanish Guitar,N/A,"Laurindo Almeida, artist",1
1961,Best Opera Recording,Puccini: Madame Butterfly,N/A,Gabriele Santini (Rome Opera Orchestra),1
1961,Best Classical Performance - Choral (Other Than Opera),Bach: B Minor Mass,N/A,(Robert Shaw Chorale; Robert Shaw Orchestra),1
1961,Best Classical Performance - Vocal Soloist (With Or Without Orchestra),The Art Of The Prima Donna,N/A,(Royal Opera House Orchestra - Covent Garden),1
1961,Best Contemporary Classical Composition,Almeida: Discantus,N/A,"Laurindo Almeida, composer",1
1961,Best Contemporary Classical Composition,Stravinsky: Movements For Piano And Orchestra,N/A,"Igor Stravinsky, composer",1
1961,Best Engineering Contribution - Classical Recording,Ravel: Daphnis Et Chloe,N/A,"Lewis W. Layton, engineer (Charles Munch, conductor)",1
1960,Record Of The Year,The Theme From A Summer Place,Percy Faith & His Orchestra,N/A,1
1960,Album Of The Year,The Button-Down Mind Of Bob Newhart,Bob Newhart,N/A,1
1960,Song Of The Year,Theme From Exodus,N/A,"Ernest Gold, songwriter (Ernest Gold)",1
1960,"Best Vocal Performance Single Record Or Track, Female",Mack The Knife,Ella Fitzgerald,N/A,1
1960,"Best Vocal Performance Album, Female",Mack The Knife - Ella In Berlin,Ella Fitzgerald,N/A,1
1960,"Best Vocal Performance Single Record Or Track, Male",Georgia On My Mind,Ray Charles,N/A,1
1960,"Best Vocal Performance Album, Male",The Genius Of Ray Charles,Ray Charles,N/A,1
1960,Best Arrangement,Mr. Lucky,N/A,"Henry Mancini, arranger (Henry Mancini)",1
1960,Best Performance By A Band For Dancing,Dance With Basie,Count Basie,N/A,1
1960,Best Performance By An Orchestra,Mr. Lucky,Henry Mancini,N/A,1
1960,Best Performance By A Vocal Group (2 To 6),We Got Us,Eydie Gorme & Steve Lawrence,N/A,1
1960,Best Performance By A Chorus (7 Or More Persons),Songs Of The Cowboy,Norman Luboff Choir,N/A,1
1960,Best Jazz Performance Solo Or Small Group,West Side Story,Andre Previn,N/A,1
1960,Best Jazz Performance Large Group,Blues And The Beat,Henry Mancini,N/A,1
1960,Best Classical Performance - Orchestra,"Bartók: Music For Strings, Percussion And Celeste",N/A,(Chicago Symphony Orchestra),1
1960,Best Classical Performance - Vocal Or Instrumental - Chamber Music,Conversations With The Guitar,N/A,"Laurindo Almeida, artist",1
1960,Best Classical Performance - Concerto Or Instrumental Soloist,Brahms: Piano Concerto No. 2 In B Flat,N/A,"Sviatoslav Richter, artist (Chicago Symphony Orchestra)",1
1960,Best Classical Performance - Instrumental Soloist Or Duo (Other Than With Orchestral Accompaniment),The Spanish Guitars Of Laurindo Almeida,N/A,"Laurindo Almeida, artist",1
1960,Best Classical Performance - Vocal Soloist,A Program Of Song - Leontyne Price Recital,N/A,N/A,1
1960,Best Classical Opera Production,Puccini: Turandot,N/A,Erich Leinsdorf (Rome Opera Orchestra),1
1960,Best Classical Performance - Choral (Including Oratorio),Handel: Messiah,N/A,(Royal Philharmonic Chorus; Royal Philharmonic Orchestra),1
1960,Best Contemporary Classical Composition,Copland: Orchestral Suite From Tender Land Suite,N/A,"Aaron Copland, composer",1
1960,Best Sound Track Album Or Recording Of Music Score From Motion Picture Or Television,Exodus,N/A,"Ernest Gold, composer (Ernest Gold)",1
1960,Best Sound Track Album Or Recording Of Original Cast From A Motion Picture Or Television,Can Can,Frank Sinatra And Original Cast,"Cole Porter, composer.",1
1960,Best Show Album (Original Cast),The Sound Of Music,N/A,"Oscar Hammerstein II & Richard Rodgers, composers (Mary Martin And Original Broadway Cast)",1
